puzzleBlueprintId,title,concept,primaryFamily,secondaryFamilies,difficultyTier,intendedProgressionRange,playerFacingModality,accessibilityModalities,reusableComponentRequirementIds,collaborationProfile,requiredTools,outsideResearchExpectation,generatorVersion,answerFormat,serverValidationMethod,uniquenessProofMethod,estimatedSolveTime,hintLevel1,hintLevel2,implementationComplexity,mobileFeasibility,qualityScore,recommendationStatus,prototypeRequired,prototypeDelivered,tutorialConsideration,highComplexityShowpiece
PZB-046,Scheduling Contradiction,A timetable appears overconstrained. One record uses a different clock convention; correcting it produces a unique schedule and code.,LOGIC_CONSTRAINT,CRYPTO_NUMERIC_DATA,TIER_4_MASTER,live assignments 27–43,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",calendar grid | optional solver,NONE,1.0.0,SHORT_PHRASE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,3–8 hours,Bobalus points toward the logic constraint representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Model intervals, detect the minimal unsatisfied core, transform the marked clock, then solve the schedule. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,88,STRONG_CANDIDATE,false,false,false,false
PZB-047,Truth-Teller Network,"Generated speakers make statements about one another, with a bounded count of liars and conditional truths.",LOGIC_CONSTRAINT,TEXT_LANGUAGE_LITERARY,TIER_2_ADEPT,live assignments 7–20,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,COORDINATE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,30–75 minutes,Bobalus points toward the logic constraint representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Convert statements to Boolean constraints, solve all assignments, and read labels on uniquely determined speakers. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-048,River-Crossing Ledger,"Cargo, passengers, and ferry states obey generated incompatibilities. The shortest valid crossing sequence encodes directions.",LOGIC_CONSTRAINT,SPATIAL_FOLDING_GEOMETRY,TIER_3_EXPERT,live assignments 16–32,STATE_CARDS | RIVER_MAP,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,OBJECT_ARRANGEMENT_SIGNATURE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the logic constraint representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Search the state graph under capacity and incompatibility constraints, prove the shortest solution is unique, and translate moves. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-049,Seating Constraint Spiral,Guests occupy a spiral table with asymmetric facing and distance rules; generated cultural labels are fictional unless reviewed.,LOGIC_CONSTRAINT,SPATIAL_FOLDING_GEOMETRY,TIER_3_EXPERT,live assignments 16–32,SEAT_MAP | CLUES,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,SIX_DIGIT_CODE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the logic constraint representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Normalize facing directions, apply adjacency/distance constraints, and read seats at prime indices. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-050,Mastermind Testimony,"Witness statements report correct symbols and positions, but exactly one statement uses inclusive counting.",LOGIC_CONSTRAINT,CRYPTO_NUMERIC_DATA,TIER_2_ADEPT,live assignments 7–20,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,EIGHT_CHARACTER_ALPHANUMERIC,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,30–75 minutes,Bobalus points toward the logic constraint representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Enumerate candidate codes, test each counting interpretation, and retain the unique code satisfying all rows. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-051,Exact-Cover Mosaic,Generated polyominoes cover a board in many apparent ways; symbol-edge constraints leave one exact cover.,LOGIC_CONSTRAINT,VISUAL_COLOR_OPTICAL | SPATIAL_FOLDING_GEOMETRY,TIER_5_ORDEAL,live assignments 38–48 and authored finales,MOSAIC | PIECE_TABLE,TACTILE_PIECES | TEXT_EDGE_TABLE | HIGH_CONTRAST,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,ORDERED_SYMBOL_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,6–20 hours across sessions,Bobalus points toward the logic constraint representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Build the exact-cover matrix, solve the unique tiling, and read boundary symbols. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,88,HIGH_COMPLEXITY_SHOWPIECE,true,false,false,true
PZB-052,Boolean Door Circuit,Doors are logic gates with generated truth labels. One input sequence opens a route while satisfying safety interlocks.,LOGIC_CONSTRAINT,CONSTRUCTION_SIMULATION | CRYPTO_NUMERIC_DATA,TIER_3_EXPERT,live assignments 16–32,CIRCUIT | TRUTH_TABLE,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-DRAG-CONNECTOR-BOARD | PUZCMP-HINT-PANEL | PUZCMP-MECHANISM-SIM | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,SHORT_PHRASE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the logic constraint representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Derive gate functions from test pulses, solve the Boolean network, and submit the input vector. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-053,Twenty-Digit Year Sequence,Five researched clues each have multiple plausible four-digit years because names repeat or dates are commonly conflated. Cross-clues select a unique 20-digit sequence.,HISTORICAL_RESEARCH,TEXT_LANGUAGE_LITERARY | LOGIC_CONSTRAINT,TIER_5_ORDEAL,live assignments 38–48 and authored finales,POEM | SOURCE_DOSSIERS | TIMELINE,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMELINE-RESEARCH | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",library/search | notes,REQUIRED_DOCUMENTED_CORPUS,1.0.0,TWENTY_DIGIT_YEAR_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,6–20 hours across sessions,Bobalus points toward the historical research representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Build candidate-year sets from the approved corpus, apply poem constraints and chronology, then concatenate the five surviving years. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,92,REQUIRES_SOURCE_REVIEW,true,true,false,false
PZB-054,Repeated Treaty Dossier,"Several treaties share a city name or common shorthand. Signatory, subject, and ratification clues distinguish the generated records.",HISTORICAL_RESEARCH,TEXT_LANGUAGE_LITERARY | LOGIC_CONSTRAINT,TIER_4_MASTER,live assignments 27–43,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMELINE-RESEARCH | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,REQUIRED_DOCUMENTED_CORPUS,1.0.0,OBJECT_ARRANGEMENT_SIGNATURE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,3–8 hours,Bobalus points toward the historical research representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Research only the approved institutional corpus, match dossier facts to treaties, then order signing years by seal geometry. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,88,REQUIRES_SOURCE_REVIEW,false,false,false,false
PZB-055,Namesake Archive Chain,"Repeated surnames and titles across archival authority records form a chain only when occupations, dates, and collection provenance agree.",HISTORICAL_RESEARCH,TEXT_LANGUAGE_LITERARY | CRYPTO_NUMERIC_DATA,TIER_4_MASTER,live assignments 27–43,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMELINE-RESEARCH | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,REQUIRED_DOCUMENTED_CORPUS,1.0.0,SIX_DIGIT_CODE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",3–8 hours,Bobalus points toward the historical research representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Resolve identities in the approved authority corpus, follow collection references, and read generated call-number segments. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,82,REQUIRES_SOURCE_REVIEW,false,false,false,false
PZB-056,Calendar Reform Dispatches,Dispatches dated under different calendar reforms appear out of order. Local adoption evidence restores chronology.,HISTORICAL_RESEARCH,CRYPTO_NUMERIC_DATA | LOGIC_CONSTRAINT,TIER_4_MASTER,live assignments 27–43,TEXT,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-HINT-PANEL | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMELINE-RESEARCH | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,REQUIRED_DOCUMENTED_CORPUS,1.0.0,EIGHT_CHARACTER_ALPHANUMERIC,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,3–8 hours,Bobalus points toward the historical research representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Identify calendar regime from location and record cues, convert within the approved date range, and order dispatch seals. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,REQUIRES_SOURCE_REVIEW,false,false,false,false
PZB-057,Multilingual Inscription Provenance,"Transliterated inscriptions share borrowed terms but differ by period and medium. Script form, object metadata, and source notes identify a unique order.",HISTORICAL_RESEARCH,TEXT_LANGUAGE_LITERARY | VISUAL_COLOR_OPTICAL,TIER_4_MASTER,live assignments 27–43,INSCRIPTION_IMAGES | TRANSLITERATIONS | CATALOG_RECORDS,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-HINT-PANEL | PUZCMP-IMAGE-TRANSFORM | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMELINE-RESEARCH | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,REQUIRED_DOCUMENTED_CORPUS,1.0.0,ORDERED_SYMBOL_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",3–8 hours,Bobalus points toward the historical research representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Use supplied scholarly transliterations and catalog metadata, never machine translation alone, then order artifact labels by provenance. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,84,REQUIRES_SOURCE_REVIEW,false,false,false,false
PZB-058,Historical Map Edition Trail,"Near-identical historical map editions differ in cartouche, scale, and corrected place names. Generated edition choices trace a coordinate code.",HISTORICAL_RESEARCH,VISUAL_COLOR_OPTICAL | CRYPTO_NUMERIC_DATA,TIER_5_ORDEAL,live assignments 38–48 and authored finales,MAPS | CATALOG_METADATA | COORDINATE_GRID,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMELINE-RESEARCH | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,REQUIRED_DOCUMENTED_CORPUS,1.0.0,ORDERED_ROUTE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.","Generate two independent derivations and property-test the carrier, controls, and answer; reject any instance with a second valid parse.",6–20 hours across sessions,Bobalus points toward the historical research representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Verify edition provenance, identify changed features, and apply their coordinates to the instance grid. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,82,REQUIRES_SOURCE_REVIEW,true,false,false,true
PZB-059,Chain-Reaction Mechanism,"Players connect ramps, triggers, counterweights, and gates. Several assemblies look plausible, but only one satisfies energy, timing, and reset constraints.",CONSTRUCTION_SIMULATION,LOGIC_CONSTRAINT | SPATIAL_FOLDING_GEOMETRY,TIER_4_MASTER,live assignments 27–43,DRAG_ASSEMBLY | RULE_TABLE | TIMELINE,KEYBOARD_ASSEMBLY | TEXT_CONNECTION_LIST | REDUCED_MOTION | TACTILE_PRINTABLE_PIECES,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-COLLABORATION-PACKET | PUZCMP-DRAG-CONNECTOR-BOARD | PUZCMP-HINT-PANEL | PUZCMP-MECHANISM-SIM | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""STRONG"",""divisibleTasks"":true,""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,COORDINATE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,3–8 hours,Bobalus points toward the construction simulation representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Use component transfer rules to construct a causal chain, simulate discrete ticks, and read the triggered gate signature. He injects one instance-specific control label, never the final answer.",HIGH,FULL,96,STRONG_CANDIDATE,true,true,false,false
PZB-060,Pipe Pressure Assembly,"Valves and pipes can connect many ways, but flow, pressure drop, and contamination constraints admit one functional network.",CONSTRUCTION_SIMULATION,LOGIC_CONSTRAINT | CRYPTO_NUMERIC_DATA,TIER_3_EXPERT,live assignments 16–32,PIPE_BOARD | FLOW_TABLE,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-DRAG-CONNECTOR-BOARD | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-MECHANISM-SIM | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,OBJECT_ARRANGEMENT_SIGNATURE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the construction simulation representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Assemble a graph, compute bounded pressure and direction, and read outlet labels in activation order. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-061,Gear Ratio Seal,Generated gears must mesh to align several seals simultaneously; decorative gears create ratio traps.,CONSTRUCTION_SIMULATION,CRYPTO_NUMERIC_DATA | SPATIAL_FOLDING_GEOMETRY,TIER_3_EXPERT,live assignments 16–32,GEAR_BOARD | RATIO_TABLE,RATIO_TABLE | KEYBOARD_CONTROLS | TACTILE_GEARS,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-DRAG-CONNECTOR-BOARD | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-MECHANISM-SIM | PUZCMP-NON3D-EQUIVALENT | PUZCMP-POLYHEDRON-VIEWER | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,SIX_DIGIT_CODE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the construction simulation representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Construct the gear graph, propagate rational rotations, reject collisions, and read aligned teeth. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-062,Balanced Bridge Modules,"Bridge modules have load, span, and connector constraints. Only one arrangement survives every generated load case.",CONSTRUCTION_SIMULATION,SPATIAL_FOLDING_GEOMETRY | LOGIC_CONSTRAINT,TIER_3_EXPERT,live assignments 16–32,MODULE_BOARD | LOAD_DIAGRAMS,SCREEN_READER_DATA | KEYBOARD_ONLY | HIGH_CONTRAST | PRINTABLE_WORKSHEET,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-DRAG-CONNECTOR-BOARD | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-MECHANISM-SIM | PUZCMP-PRINTABLE-WORKSHEET | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,EIGHT_CHARACTER_ALPHANUMERIC,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the construction simulation representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Assemble modules, compute simplified static loads, and read connector markings along the safe deck. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,86,STRONG_CANDIDATE,false,false,false,false
PZB-063,Circuit Routing Beacon,Route power and signals through a board while avoiding crosstalk and satisfying gate timing. A unique valid trace yields the code.,CONSTRUCTION_SIMULATION,LOGIC_CONSTRAINT | CRYPTO_NUMERIC_DATA,TIER_3_EXPERT,live assignments 16–32,CIRCUIT_BOARD | NETLIST,TEXT_NETLIST | KEYBOARD_ROUTING | HIGH_CONTRAST,PUZCMP-ACCESSIBILITY-MODE-SWITCHER | PUZCMP-ANSWER-SUBMISSION | PUZCMP-DRAG-CONNECTOR-BOARD | PUZCMP-GRID-VIEWPORT | PUZCMP-HINT-PANEL | PUZCMP-MECHANISM-SIM | PUZCMP-TIMER-BANNER | PUZCMP-UNDO-RESET-HISTORY,"{""rating"":""SUPPORTED"",""shareable"":[""method"",""tool suggestions"",""partial deductions"",""research sources""],""nonShareable"":[""instance answer"",""validation token"",""server seed""]}",notes,NONE,1.0.0,ORDERED_SYMBOL_SEQUENCE,"Normalize only blueprint-declared syntax, then compare with the server-held canonical representation using constant-time equality or validate the submitted arrangement/route against the server-held instance constraints. Client receives only a resolution receipt.",Blueprint-specific exhaustive/CSP/SAT-equivalent solver must return exactly one solution; proof digest is stored with the instance.,1–3 hours,Bobalus points toward the construction simulation representation and suggests the first useful tool without naming an intermediate value.,"Bobalus identifies this operation: Solve connectivity, layer, and timing constraints; hash the ordered terminal route. He injects one instance-specific control label, never the final answer.",MEDIUM,FULL,90,PROMISING_REQUIRES_PROTOTYPE,true,false,false,false
